
"Banco de M�xico"

"Sistemas de pago de bajo valor"
"Monto operado a trav�s de tarjetas"

"Fecha de consulta: 09/02/2026 05:57:40"

""

"Título","Total de monto operado a trav�s de tarjetas","Monto operado a través de tarjetas de débito","Monto operado a través de tarjetas de crédito","Total de monto operado a través de tarjetas en Agencias de Viajes","Monto operado a través de tarjetas de débito en Agencias de Viajes","Monto operado a través de tarjetas de crédito en Agencias de Viajes","Total de monto operado a través de tarjetas en Agregadores","Monto operado a través de tarjetas de débito en Agregadores","Monto operado a través de tarjetas de crédito en Agregadores","Total de monto operado a través de tarjetas en Aseguradoras","Monto operado a través de tarjetas de débito en Aseguradoras","Monto operado a través de tarjetas de crédito en Aseguradoras","Total de monto operado a través de tarjetas en Beneficencia","Monto operado a través de tarjetas de débito en Beneficencia","Monto operado a través de tarjetas de crédito en Beneficencia","Total de monto operado a trav�s de tarjetas en Colegios y Universidades","Monto operado a trav�s de tarjetas de d�bito en Colegios y Universidades","Monto operado a trav�s de tarjetas de cr�dito en Colegios y Universidades","Total de monto operado a trav�s de tarjetas en Comida R�pida","Monto operado a trav�s de tarjetas de d�bito en Comida R�pida","Monto operado a trav�s de tarjetas de cr�dito en Comida R�pida","Total de monto operado a trav�s de tarjetas en Educaci�n B�sica","Monto operado a trav�s de tarjetas de d�bito en Educaci�n B�sica","Monto operado a trav�s de tarjetas de cr�dito en Educaci�n B�sica","Total de monto operado a trav�s de tarjetas en Entretenimiento","Monto operado a trav�s de tarjetas de d�bito en Entretenimiento","Monto operado a trav�s de tarjetas de cr�dito en Entretenimiento","Total de monto operado a trav�s de tarjetas en Estacionamientos","Monto operado a trav�s de tarjetas de d�bito en Estacionamientos","Monto operado a trav�s de tarjetas de cr�dito en Estacionamientos","Total de monto operado a trav�s de tarjetas en Farmacias","Monto operado a trav�s de tarjetas de d�bito en Farmacias","Monto operado a trav�s de tarjetas de cr�dito en Farmacias","Total de monto operado a trav�s de tarjetas en Gasolineras","Monto operado a trav�s de tarjetas de d�bito en Gasolineras","Monto operado a trav�s de tarjetas de cr�dito en Gasolineras","Total de monto operado a trav�s de tarjetas en Gobierno","Monto operado a trav�s de tarjetas de d�bito en Gobierno","Monto operado a trav�s de tarjetas de cr�dito en Gobierno","Total de monto operado a trav�s de tarjetas en Grandes superficies","Monto operado a trav�s de tarjetas de d�bito en Grandes superficies","Monto operado a trav�s de tarjetas de cr�dito en Grandes superficies","Total de monto operado a trav�s de tarjetas en Guarder�as","Monto operado a trav�s de tarjetas de d�bito en Guarder�as","Monto operado a trav�s de tarjetas de cr�dito en Guarder�as","Total de monto operado a trav�s de tarjetas en Hospitales","Monto operado a trav�s de tarjetas de d�bito en Hospitales","Monto operado a trav�s de tarjetas de cr�dito en Hospitales","Total de monto operado a trav�s de tarjetas en Hoteles","Monto operado a trav�s de tarjetas de d�bito en Hoteles","Monto operado a trav�s de tarjetas de cr�dito en Hoteles","Total de monto operado a trav�s de tarjetas en Miscel�neos","Monto operado a trav�s de tarjetas de d�bito en Miscel�neos","Monto operado a trav�s de tarjetas de cr�dito en Miscel�neos","Total de monto operado a trav�s de tarjetas en M�dicos y dentistas","Monto operado a trav�s de tarjetas de d�bito en M�dicos y dentistas","Monto operado a trav�s de tarjetas de cr�dito en M�dicos y dentistas","Total de monto operado a trav�s de tarjetas en No definido","Monto operado a trav�s de tarjetas de d�bito en No definido","Monto operado a trav�s de tarjetas de cr�dito en No definido","Total de monto operado a trav�s de tarjetas en Otros","Monto operado a trav�s de tarjetas de d�bito en Otros","Monto operado a trav�s de tarjetas de cr�dito en Otros","Total de monto operado a trav�s de tarjetas en Peaje","Monto operado a trav�s de tarjetas de d�bito en Peaje","Monto operado a trav�s de tarjetas de cr�dito en Peaje","Total de monto operado a trav�s de tarjetas en Refacciones y ferreter�a","Monto operado a trav�s de tarjetas de d�bito en Refacciones y ferreter�a","Monto operado a trav�s de tarjetas de cr�dito en Refacciones y ferreter�a","Total de monto operado a trav�s de tarjetas en Renta de Autos","Monto operado a trav�s de tarjetas de d�bito en Renta de Autos","Monto operado a trav�s de tarjetas de cr�dito en Renta de Autos","Total de monto operado a trav�s de tarjetas en Restaurantes","Monto operado a trav�s de tarjetas de d�bito en Restaurantes","Monto operado a trav�s de tarjetas de cr�dito en Restaurantes","Total de monto operado a trav�s de tarjetas en Salones de belleza","Monto operado a trav�s de tarjetas de d�bito en Salones de belleza","Monto operado a trav�s de tarjetas de cr�dito en Salones de belleza","Total de monto operado a trav�s de tarjetas en Supermercados","Monto operado a trav�s de tarjetas de d�bito en Supermercados","Monto operado a trav�s de tarjetas de cr�dito en Supermercados","Total de monto operado a trav�s de tarjetas en Telecomunicaciones","Monto operado a trav�s de tarjetas de d�bito en Telecomunicaciones","Monto operado a trav�s de tarjetas de cr�dito en Telecomunicaciones","Total de monto operado a trav�s de tarjetas en Transporte A�reo","Monto operado a trav�s de tarjetas de d�bito en Transporte A�reo","Monto operado a trav�s de tarjetas de cr�dito en Transporte A�reo","Total de monto operado a trav�s de tarjetas en Transporte Terrestre de Pasajeros","Monto operado a trav�s de tarjetas de d�bito en Transporte Terrestre de Pasajeros","Monto operado a trav�s de tarjetas de cr�dito en Transporte Terrestre de Pasajeros","Total de monto operado a trav�s de tarjetas en Ventas al detalle (Retail)","Monto operado a trav�s de tarjetas de d�bito en Ventas al detalle (Retail)","Monto operado a trav�s de tarjetas de cr�dito en Ventas al detalle (Retail)"
10/08/2018,5821562007,3281915232,2539646776,62899815,15239718,47660097,160015045,71701410,88313635,174131053,22148203,151982851,42668575,26654531,16014045,157336517,92314263,65022254,47533931,31320576,16213354,83391162,44282398,39108764,166985620,77769167,89216453,584497,243386,341111,111342544,67932970,43409574,538910032,338656390,200253642,97547780,50604783,46942997,1368348931,976866669,391482263,1119763,612757,507006,59424059,28183263,31240796,128261848,51489059,76772788,112711996,74790405,37921591,74721779,36647422,38074358,948,615,333,385482982,163505003,221977979,8028603,2561915,5466688,163032630,102248652,60783978,10080010,2631039,7448971,284244430,157348197,126896232,20765580,10927203,9838377,1206466,709150,497316,170492533,77059980,93432553,184412259,47964441,136447818,55313246,26481300,28831946,1150567376,683020369,467547007
11/08/2018,6171774518,3577632632,2594141886,57494544,14081511,43413033,155272025,75106220,80165805,157025958,19603220,137422737,49308512,29475963,19832550,144124061,85501942,58622119,54709663,35767177,18942486,69469852,36282012,33187840,212006584,90936814,121069770,503129,204464,298664,98210581,62224037,35986544,546780606,350903204,195877402,94757316,46936121,47821195,1548112432,1137409666,410702766,930384,458328,472055,58797354,27114860,31682494,136339761,55450872,80888889,127565493,86703641,40861852,70988365,35476741,35511624,10197,9350,847,360785154,154370180,206414974,27149543,3083975,24065568,149256719,95415919,53840800,10713229,2598455,8114774,368090449,207420526,160669923,24731664,13212632,11519032,1209928,717492,492436,168038546,71974349,96064197,166218180,46016467,120201713,56062332,28793668,27268664,1257111958,764382826,492729131
12/08/2018,5868859419,3597809426,2271049994,39085126,10063347,29021780,139131248,67769607,71361641,14067237,4118633,9948604,24604227,13375598,11228629,56404029,34299588,22104441,63257312,40935944,22321368,16807926,9284801,7523125,174093481,87153300,86940181,374289,156967,217322,116214436,72980979,43233457,479115267,308614926,170500341,20677786,11184938,9492847,1956712149,1404340770,552371379,57684,32068,25617,46290317,21388323,24901994,123985083,52282410,71702673,122941957,86409489,36532468,48672816,23982496,24690321,0,0,0,248332611,115072567,133260044,27494867,4557363,22937504,110554455,68838752,41715703,9759626,2402740,7356886,438108585,244525929,193582656,21201592,11009002,10192590,1365839,744718,621122,121513144,63421830,58091314,123546591,35773435,87773156,47838632,26043494,21795138,1276651107,777045412,499605695
13/08/2018,5448793155,3261795459,2186997696,39241824,8322694,30919130,122002420,56446835,65555585,45215946,7335229,37880718,5328170,2507050,2821119,56370117,35320980,21049137,59016618,37729998,21286620,34501870,19126731,15375139,155595011,82111104,73483907,415803,183970,231833,92560149,58665578,33894572,444900856,277687725,167213132,22913748,12148532,10765216,2095373832,1461338620,634035213,565738,291813,273925,39570138,18527500,21042638,113074746,45989198,67085548,102809815,70571996,32237818,39866864,20698886,19167978,11968,738,11230,226387593,96800719,129586874,15113455,2183261,12930194,73072041,46712813,26359227,8620962,2208082,6412881,357254449,194615345,162639104,11269894,6254638,5015256,926432,556370,370062,157681877,59146563,98535314,109665203,31524130,78141072,44050439,23466082,20584357,975415178,583322281,392092897
14/08/2018,6109855326,3417117243,2692738083,59974740,12664524,47310216,128853333,57792807,71060526,218489287,29232439,189256848,52914273,31925487,20988786,157702338,93710609,63991730,39112346,25896493,13215852,98254758,54829260,43425499,189416145,77649717,111766428,525331,215841,309490,129665559,77515014,52150545,534009500,333780955,200228545,113019990,53487828,59532162,1628150244,1176977667,451172577,1371951,720495,651456,56656556,27715419,28941137,110156876,45374413,64782463,104554257,67015704,37538553,76679216,37725475,38953740,890,641,249,410763798,167365865,243397933,21342802,3698769,17644034,163087863,102342912,60744951,9897016,2675475,7221541,180430555,102310996,78119559,15757314,8303432,7453882,985666,623703,361963,266361582,86479929,179881653,148182659,40733102,107449557,49611816,24316980,25294836,1143926664,674035293,469891372
15/08/2018,6393418932,3644482765,2748936167,62532782,14041971,48490811,158180791,70591794,87588998,213467203,34361966,179105237,48671797,29386995,19284802,149839393,91919093,57920300,42375141,29098474,13276668,104041094,54933517,49107578,226509402,91065738,135443664,492723,208341,284382,121708735,77160715,44548020,544129501,348752477,195377025,114870528,60208594,54661933,1701650582,1255814238,445836344,1498241,941261,556980,53541148,25523086,28018062,104389921,43247812,61142110,109327958,71205018,38122940,77264188,38372889,38891299,625,278,347,444020194,177412375,266607818,24409186,3783263,20625923,164819849,103120605,61699244,8823074,2482482,6340592,211154214,120935463,90218752,18615493,10145997,8469497,1181937,733089,448847,253298825,105149903,148148921,197959941,50635482,147324460,50756055,24238140,26517915,1183888412,709011713,474876699
16/08/2018,6627123070,3908582742,2718540327,63435797,15328183,48107613,171604264,77290800,94313464,215794126,34461517,181332608,58206778,34071588,24135191,170840321,106306367,64533954,46688256,32793815,13894441,115737373,63710823,52026550,186221820,94230158,91991662,537859,226630,311229,120698878,78857575,41841303,576092470,362187613,213904857,107469919,57530488,49939430,1759207375,1345368040,413839335,1552641,804781,747860,56139810,25967885,30171925,112629362,46414906,66214456,115168398,76116339,39052059,77043738,39247239,37796499,785,476,309,454770894,193513067,261257828,24083776,3879925,20203851,167468343,106439446,61028896,8365732,2329094,6036638,249482970,145919354,103563616,20838561,11781435,9057127,1119844,713353,406491,246807504,115933808,130873696,205832101,54329802,151502300,48917700,23897237,25020463,1244365675,758931000,485434675
17/08/2018,6520768516,3842241302,2678527215,60592712,13940608,46652103,170066690,78687490,91379200,200389766,30436950,169952816,49706973,32113306,17593667,152080379,91844346,60236033,50580188,35386590,15193599,111968850,65281302,46687547,168565917,83604656,84961261,559119,234547,324572,118124845,76015781,42109064,569500029,368884130,200615899,106033970,56797579,49236391,1681458490,1279581214,401877276,1794395,1067811,726584,56900171,27053815,29846356,115525774,48686041,66839733,121553698,82543630,39010068,75732870,38674182,37058688,822,532,290,456544839,179296486,277248353,21198759,4115107,17083652,164047864,104776193,59271671,8917639,2591744,6325895,295147484,173267157,121880326,25636905,14300026,11336880,953012,592069,360942,213711340,90955887,122755453,200160416,52640076,147520340,51383944,27334285,24049659,1271930656,781537761,490392895
18/08/2018,6408626822,3850492722,2558134101,50942820,13089002,37853819,114037001,57471136,56565865,170442214,22785893,147656320,47559535,30283650,17275885,137796554,79845041,57951513,57605383,39564534,18040849,89083680,49659652,39424028,163126214,86591730,76534484,559588,225983,333606,113727234,72916238,40810995,557166346,365376396,191789949,100472051,49506842,50965209,1718378294,1287726050,430652245,1193647,672646,521001,58560447,26011954,32548493,120325039,49774741,70550298,132237135,92627881,39609254,71610606,37795943,33814663,1338,496,842,372045815,160039686,212006129,25908673,3937754,21970920,150417062,95559934,54857128,10620411,2836072,7784339,382949255,225420194,157529061,26707676,14821625,11886050,1095582,661658,433924,163274609,70763953,92510656,170367833,47618152,122749681,51298951,27367563,23931388,1349115828,839540323,509575505
19/08/2018,6238998619,3884685907,2354312712,36692263,9159300,27532964,197664401,94566290,103098111,14928810,3769446,11159363,23807258,13582395,10224863,57886529,34867497,23019032,65983828,44276646,21707182,24903865,14519041,10384824,151842173,82731311,69110862,440136,179854,260282,109965636,70957021,39008615,490188900,319595487,170593413,23441674,12543352,10898322,2166564087,1563901164,602662923,218054,83906,134148,45812353,21362447,24449906,102000503,43337865,58662638,132092324,94319462,37772863,50472817,25489911,24982906,0,0,0,251992486,113862167,138130319,19147213,3305903,15841310,112886006,70219506,42666500,8677860,2085176,6592684,453177610,264292698,188884912,23241163,12495787,10745376,1193375,685720,507655,111731309,54977115,56754195,131172956,37697495,93475461,44376062,25001765,19374297,1386496968,850820182,535676787
20/08/2018,5575142983,3406846926,2168296056,38099450,8675514,29423936,127909267,61042711,66866556,49718523,5976865,43741658,6024718,2354646,3670071,44112465,25959736,18152730,59522870,39228371,20294499,42815596,24873997,17941600,148488161,78069231,70418930,424750,183082,241669,99702449,64166225,35536223,461470937,292544327,168926610,25324119,13747971,11576147,2121753774,1536401517,585352257,857116,510312,346804,39362162,18213379,21148783,98412557,40107749,58304808,109560791,75929701,33631090,38923066,20504978,18418088,29835,7036,22799,235107228,100045023,135062205,17628948,2316356,15312593,75102057,48236937,26865120,7941488,2078619,5862869,363690987,201519309,162171678,11843365,6593798,5249567,770024,439721,330303,156156988,58179053,97977935,114626271,31436291,83189980,40373036,21140104,19232932,1039389985,626364369,413025616
21/08/2018,6405700871,3590981638,2814719233,58659191,12693293,45965898,130486107,56616294,73869814,218145144,26348084,191797060,48304027,27601224,20702803,145849156,79869918,65979238,34589913,23254755,11335159,105457777,55542127,49915649,166807732,65301698,101506033,492238,217524,274715,130079102,79208165,50870937,544993943,340308557,204685385,116819585,58872088,57947497,2034684041,1434217141,600466899,1810180,923726,886454,57882490,27837821,30044670,102394095,38946053,63448042,103204957,66045718,37159239,73141174,35334098,37807076,571,530,41,408043161,164152774,243890387,21371809,3599111,17772698,165534125,103291266,62242859,9011629,2527215,6484414,160330992,90796236,69534756,14623981,8031486,6592495,793874,491936,301937,267212749,83245426,183967323,152010200,38694166,113316033,42416668,20627646,21789022,1090550261,646385561,444164700
22/08/2018,5429371703,2986206690,2443165013,56716234,12026487,44689746,147294220,62260237,85033983,186492571,22407660,164084911,39843523,22528364,17315159,105576711,56935364,48641346,35874219,23833015,12041204,72813036,35813818,36999218,152521030,65935272,86585758,449760,195349,254411,112580772,67410197,45170575,525565174,325119536,200445638,104788987,54638170,50150816,1344600386,946874964,397725422,1020463,611184,409279,53079543,25030997,28048545,91361816,34946785,56415031,95990620,60011633,35978987,70957840,34618759,36339080,8835,8468,367,383013312,157048993,225964319,18476997,3161918,15315079,162628791,102051526,60577264,7622369,2234662,5387707,188556048,104907910,83648139,17281085,9199338,8081747,897907,504680,393227,195702249,77329865,118372384,173698911,45007303,128691608,41650411,19823120,21827290,1042307884,613731114,428576770
23/08/2018,5315584190,2945641582,2369942609,59293518,12412365,46881153,147732382,64438173,83294208,164697889,21716716,142981173,38904285,21158553,17745732,109447659,61210335,48237324,38270328,25324706,12945622,61237345,31702160,29535185,133390777,61505929,71884849,509476,227276,282200,110170734,65952532,44218202,547306457,332509946,214796511,104340440,52077448,52262991,1255663973,883400547,372263425,722076,390771,331305,53581726,24583507,28998220,88897876,36986511,51911365,98582608,62403684,36178924,72701298,35528445,37172853,1435,991,444,383175004,155922288,227252717,21902539,3324643,18577896,164709318,103452837,61256481,7868429,2067702,5800728,215291052,118165703,97125350,18228720,9552357,8676363,966008,551269,414739,152369441,72191296,80178145,173879939,46601173,127278765,41982467,19618958,22363510,1049758989,620662760,429096229
24/08/2018,5395304768,3010090183,2385214585,54378446,11096698,43281748,154866438,69143591,85722846,181718646,22605191,159113454,41846106,23351921,18494184,106791353,60682233,46109120,43273056,28579493,14693562,60640259,28829730,31810529,125875335,58939460,66935875,529562,229729,299832,110731400,66444159,44287241,548840004,344425219,204414785,98657879,50085769,48572110,1254453905,894070696,360383209,642140,346062,296078,55275997,27070748,28205248,97724166,40437751,57286415,109983977,71876927,38107050,72165009,35663139,36501870,1055,738,317,370486395,149646978,220839417,12856699,2380194,10476505,160520912,99420898,61100014,8172498,2279916,5892582,265312487,147045041,118267445,20431604,10709612,9721992,1011961,619631,392330,161117501,70953259,90164241,171319067,44045948,127273119,44165113,21698190,22466923,1061515800,627411259,434104541
25/08/2018,5447001298,3107706419,2339294879,49588360,11351143,38237216,156769824,72801375,83968449,163788157,20114809,143673347,42342335,24911030,17431304,96849090,53485535,43363556,46314208,30322595,15991613,49411340,24791332,24620008,144108035,70838333,73269702,483530,201725,281805,102724963,63173665,39551299,492814927,314910461,177904465,90760419,47020417,43740001,1377745895,993598952,384146943,490731,296700,194031,49877822,23300368,26577454,97315912,37759044,59556867,116959669,78156094,38803575,67587378,33405812,34181566,41835,12933,28902,334322809,135446816,198875992,23216296,4958045,18258252,132719914,81272698,51447217,8622244,2412033,6210212,333818482,186376433,147442049,23522638,12339774,11182864,696257,456459,239798,161319053,63207344,98111709,151842434,38636640,113205794,45359319,23226289,22133030,1085587424,658921564,426665861
26/08/2018,5801130465,3443561384,2357569081,37115937,9142036,27973901,141725362,66402190,75323172,14788120,4395882,10392238,26132445,13552340,12580104,41378305,23076630,18301675,70156837,44916844,25239993,18832407,9585520,9246888,144807659,74029124,70778536,352250,147586,204663,109468931,67446424,42022507,542825886,343301231,199524655,24198118,12598873,11599245,1800044443,1240876727,559167716,87916,51873,36043,51094131,22819687,28274444,105365466,44404130,60961336,136546415,93093147,43453268,54119530,26082865,28036664,2427,500,1927,255283791,109748691,145535100,15805694,3012132,12793562,132957249,81536673,51420576,8688493,2078810,6609683,465509160,254634171,210874989,23227260,11808399,11418860,1225696,713244,512452,112598098,54742207,57855891,117919392,33072248,84847143,41862013,23785926,18076087,1307011036,772505274,534505763
27/08/2018,5231942227,3046888149,2185054078,36095766,7532361,28563404,120023474,54942223,65081251,43705097,7063223,36641874,6692651,2080218,4612433,46375849,24585368,21790481,57264524,35777636,21486888,23324251,11522379,11801872,148976638,67710896,81265742,430248,190758,239489,94549607,57503656,37045950,449723455,275202987,174520468,25531138,12956887,12574251,2040873972,1388547466,652326506,310202,189789,120414,40326761,19487938,20838823,85189532,34441444,50748088,105067108,69997574,35069534,39276167,19835759,19440408,17045,12515,4530,227933251,91860418,136072833,14942662,2143426,12799235,75312538,46557842,28754696,7399435,1795783,5603651,349916305,183224275,166692030,11056218,5785232,5270986,804411,408635,395776,140753606,51951447,88802159,105279601,29222853,76056748,37508834,19293226,18215608,897281882,525063935,372217947
28/08/2018,5685855147,3028988131,2656867016,59726314,12661820,47064494,125994423,52820343,73174081,251995905,26116465,225879441,45350757,23434712,21916045,149375877,75657251,73718626,34674858,22233237,12441621,67637818,30987266,36650552,155856811,57842062,98014748,577181,257043,320138,128492064,74198319,54293745,539564532,329895449,209669083,118881084,57304624,61576460,1443671650,1001886975,441784676,600684,255560,345124,56575570,25828359,30747212,89814057,35776828,54037229,102969053,62842686,40126367,73402557,35350867,38051690,848,648,200,412782248,158293890,254488358,18392185,3440739,14951446,168849011,103196006,65653004,8904418,2439556,6464862,164042928,89741601,74301327,14638315,7612128,7026188,956338,560816,395523,217065152,80154435,136910717,143037510,36464095,106573414,38440943,18147960,20292983,1053584054,603586391,449997663
29/08/2018,5536726344,2998057983,2538668361,58063269,12605337,45457932,146029604,61751710,84277893,237617729,25413834,212203895,41617308,24051699,17565609,150242557,73604559,76637998,36088965,23444058,12644907,60908040,28399151,32508890,133801375,62192726,71608648,462371,204106,258265,111910761,65712277,46198484,543699055,333075525,210623530,112667802,56163443,56504358,1363087717,966471354,396616363,581168,261455,319713,52407456,23806529,28600927,84401298,33973814,50427484,101689956,60585687,41104269,70390318,33242318,37148000,29715,29363,352,401810845,152882271,248928574,21882721,3399719,18483002,164666492,102751008,61915484,7468095,2101581,5366514,187847497,102431459,85416038,16498411,8391214,8107197,1016307,587212,429094,181975731,82198172,99777559,183395202,45861056,137534146,40898110,18634161,22263949,1023570472,593831186,429739286
30/08/2018,5652686143,3109514332,2543171811,58103409,12237232,45866176,158631193,68496714,90134479,193702205,33580611,160121594,42437537,25516188,16921350,154591986,80607180,73984807,40612813,26929317,13683496,71054963,33084173,37970791,139406461,67892280,71514181,488595,201205,287390,114341634,68780378,45561256,572782228,349804484,222977744,110370226,56440147,53930079,1266691623,912178591,354513032,726526,421676,304850,58454776,27166972,31287804,88828011,36817107,52010905,112632445,70465236,42167209,70314602,34124728,36189874,72321,20441,51880,435139914,176051895,259088019,25964249,3548974,22415275,172018803,108518763,63500040,8000742,2147525,5853218,217494851,119603386,97891465,18891817,9861222,9030596,901056,540807,360249,198088095,84108020,113980075,200996084,49020326,151975758,41242472,19244768,21997704,1079704504,632103987,447600517
31/08/2018,6558975255,3780337868,2778637387,56386262,12617025,43769237,169182084,80310531,88871553,240817121,37342974,203474147,49070049,32944658,16125392,210153796,119549092,90604704,47261943,32786632,14475311,91531240,48197325,43333916,170334159,81610726,88723433,537312,232905,304407,122094050,79429182,42664868,613175021,396696109,216478912,117519195,61324960,56194235,1688264575,1225534843,462729732,902154,553177,348977,57714712,27946551,29768161,98862217,40100370,58761847,143035394,96751891,46283504,72243181,37236770,35006412,42316,10868,31448,446942576,186004737,260937839,29380977,4171603,25209375,174518263,110749727,63768537,9109322,2252113,6857209,277640510,161248874,116391636,21618769,11659472,9959297,974543,624362,350180,215555926,105733127,109822799,218553706,53283933,165269773,45701187,22638494,23062693,1169852693,710794837,459057856
01/09/2018,7122098791,4376273868,2745824923,49556036,11408156,38147880,180973896,90112245,90861651,179691036,28500084,151190952,49311080,36280337,13030742,198996417,114259932,84736485,59774961,41819485,17955476,85440054,44787343,40652712,238807402,107818667,130988735,522308,217647,304661,130248082,88787106,41460976,622232425,416244022,205988403,117099796,64216441,52883355,1854084071,1473332324,380751747,1109370,576326,533044,54518471,26004318,28514153,112791595,46624450,66167145,169969203,119013626,50955577,71467108,37473955,33993154,22035,11415,10620,563800416,237141072,326659344,23659691,4230109,19429582,163476577,104048436,59428141,11085543,2550767,8534776,384045753,229802310,154243443,26984955,15271676,11713279,1054038,656030,398008,185101149,114136956,70964192,198368747,52156555,146212191,47113474,26434536,20678938,1340793105,842357546,498435559
02/09/2018,6665968567,4384338898,2281629669,36243932,8434515,27809417,176305248,88047530,88257718,19692668,6870885,12821783,28891457,17580270,11311187,88455688,50704689,37750999,68538644,47125337,21413308,24244417,12458066,11786352,232243016,106240793,126002223,426735,194656,232079,127401826,86338502,41063324,502769765,333341711,169428053,26381662,15251746,11129916,2454677490,1934380785,520296704,52896,13712,39184,46699403,21495072,25204331,100215222,42846440,57368783,156081249,114503352,41577898,51154366,26095046,25059320,12352,6037,6315,268044062,125797034,142247028,17927925,2648957,15278968,128583228,76621179,51962049,7329146,2021610,5307536,468886686,275758874,193127812,23227195,13031257,10195938,1250486,793369,457117,144770468,90728286,54042182,131799217,39584473,92214744,42156464,24687499,17468965,1291505651,820737215,470768436
03/09/2018,6127555574,3962634691,2164920883,35482838,8138823,27344015,138908098,69942301,68965797,54163961,10351393,43812569,6894156,2754515,4139642,90184551,43499157,46685394,60661098,40693361,19967737,61993327,33104822,28888505,179511005,91387313,88123691,466044,213603,252441,112351088,74886726,37464362,475295991,301245191,174050800,26520885,15147065,11373821,2606834435,1999314892,607519543,986863,644836,342027,40111760,19100073,21011687,87402074,37847081,49554993,126113042,90552703,35560339,40343766,21554525,18789241,15526,1714,13812,237588854,104465061,133123793,16675578,3117395,13558182,88545524,50844847,37700677,6724903,1938227,4786676,366523826,205364228,161159598,12318153,6935682,5382471,909780,543238,366541,168824515,87461916,81362599,102146400,30162038,71984362,38192604,21619880,16572723,944864931,589802085,355062846
04/09/2018,6382294648,3661265321,2721029328,59561884,12932374,46629510,136431659,62206791,74224868,233630759,31255191,202375568,64835633,37115926,27719707,281581739,136256214,145325526,35945309,24365117,11580193,166973845,84860562,82113284,234564596,82638579,151926017,668082,324701,343382,146669648,91802848,54866799,540449000,336242202,204206798,116755902,62308951,54446951,1752224436,1336584140,415640295,2208549,1133314,1075235,58237933,27477256,30760677,88655082,36493437,52161646,116188750,76090105,40098644,75759820,37696550,38063270,728,429,299,439129236,173193400,265935836,20390589,3952899,16437690,163115931,102981549,60134381,8980556,2185208,6795348,164739352,94474438,70264913,17176062,9355356,7820706,840841,535436,305405,246739652,114517640,132222012,138203635,36619312,101584323,41487127,20928387,20558740,1030148314,624737008,405411306
05/09/2018,6227247693,3447981259,2779266434,68612044,12865304,55746740,156440980,69435579,87005402,247422756,30892755,216530002,48957528,28933208,20024320,274365463,133959288,140406175,38505057,25535286,12969771,184287539,83567728,100719811,190028811,84985100,105043710,681293,295714,385579,133118805,81061910,52056895,519933855,320244595,199689260,104344016,56285995,48058021,1575566211,1147388166,428178045,2114230,1096677,1017553,59275896,27186372,32089524,95707674,36483326,59224348,105323778,66917186,38406591,75250552,36402647,38847905,15925,631,15294,471696367,179583327,292113041,14044644,3458992,10585652,168153944,104627731,63526213,7228479,1939887,5288592,187752600,104445014,83307586,18163550,9631216,8532334,1003269,581387,421882,197716591,105916301,91800290,188674888,49604781,139070107,43188080,20752145,22435935,1049672867,623903010,425769857
06/09/2018,5979499397,3251590437,2727908959,56882149,11795220,45086929,156693323,68935902,87757420,165077999,22747589,142330411,42200093,24209546,17990546,305851998,125484628,180367370,40126779,26635384,13491395,185353790,79704264,105649525,250477280,83682889,166794391,641930,256376,385554,122708697,75415212,47293485,547713199,329806321,217906878,102217922,54309139,47908783,1318056591,986731968,331324623,2193575,892287,1301288,57657642,25945163,31712479,109913044,37623402,72289642,102934409,65438562,37495847,72606113,36325594,36280519,1192,517,675,468855464,175359655,293495808,25890307,3510921,22379386,161107940,102132293,58975647,7290503,2296656,4993847,211479860,116727257,94752603,19175661,9956599,9219063,985631,633908,351723,186137965,102291562,83846403,184603915,48693751,135910165,41748443,20170627,21577817,1032915984,613877247,419038737
07/09/2018,5887864255,3230369457,2657494798,54274694,12120475,42154219,162528056,72382137,90145919,170223746,20874008,149349738,41052035,24563250,16488785,205238903,102164287,103074616,43934035,29343177,14590858,165975798,69921408,96054390,273082955,81479795,191603160,693293,273775,419518,117638238,72688009,44950229,545072511,340018964,205053547,100245427,52420700,47824727,1353512152,980669643,372842510,1575326,836663,738663,57217891,25561730,31656161,100726386,39518834,61207552,114485121,75293191,39191929,74370387,36072191,38298195,11439,552,10887,398517360,160286660,238230700,21649434,3753234,17896200,155818211,97514081,58304130,8116019,2295487,5820532,262401845,146448076,115953769,23816832,12603868,11212964,854378,492922,361456,170653181,81832142,88821040,174387059,45604632,128782427,43795183,21869836,21925346,1045996360,621465734,424530626
08/09/2018,6030870599,3455796527,2575074072,50455578,11245435,39210143,161929891,74734838,87195053,156374408,18376662,137997747,44686144,27264303,17421841,192494684,97079878,95414805,56053462,36644202,19409260,138791488,58024570,80766918,182301712,94454130,87847582,559636,202451,357184,117022818,72558512,44464306,545364191,348564075,196800117,93051337,49277033,43774303,1476354730,1080046385,396308345,1068174,484832,583342,58233866,27872691,30361174,108363964,42208180,66155784,130412636,88724087,41688550,70047064,35524806,34522259,2749,2495,254,362327500,148966702,213360798,22240840,3906280,18334560,145888763,92214366,53674396,8767192,2273600,6493591,355436484,199764509,155671974,24757144,13160173,11596971,1255809,858941,396868,179209882,75615097,103594785,156450350,41578447,114871904,45504188,23778276,21725913,1145463916,690390571,455073345
